noun,adjective,verb,preposition,phrase,latin_translation,genitive,accusative,gender,declination,english_translation,english_definition,german_translation,slovak_translation,german_definition,slovak_definition,spanish_translation,spanish_definition,norvegian_translation,norwegian_definition,icelandic_translation,icelandic_definition
1,0,0,0,0,Obstrucio,Obstruciois,Obstrucionem,f.,3rd,Obstruction,Blockage,Obstruktion,Prekážka,Blockierung,Blokovanie,Obstrucción,Bloqueo,Hindring,Blokkering,Hindrun,Stífla
0,1,0,0,0,Occipitalis,Occipitalis,Occipitalem,,,Occipital,Relating to the back of the head,Okzipital,Týlne,In Bezug auf den Hinterkopf,Týkajúce sa zadnej časti hlavy,Occipital,Relacionado con la parte posterior de la cabeza,Occipital,Relatert til baksiden av hodet,Occipital,Sem tengjast aftan á höfðinu
1,0,0,0,0,Octavus,Octavi,Octavum,m.,2nd,Eighth,Position eight,Achte,Ôsmy,Position acht,Pozícia osem,Octavo,Posición ocho,Åttende,Posisjon åtte,Áttunda,Staða átta
0,1,0,0,0,Oculomotorius,Oculomotoriae,Oculomotoriium,,,Oculomotor,Relating to eye movement,Okulomotor,Okulomotor,In Bezug auf die Augenbewegung,Týkajúce sa pohybu očí,Oculomotor,Relacionado con el movimiento del ojo,Oculomotor,Relatert til øyebevegelse,Oculomotor,Sem tengjast augnhreyfingu
1,0,0,0,0,Oculus,Oculi,Ocum,m.,2nd,Eye,Organ for vision,Auge,Prezerať,Organ für Vision,Orgán pre videnie,Ojo,Órgano para la visión,Øye,Orgel for syn,Auga,Orgel fyrir framtíðarsýn
1,0,0,0,0,Odontalgia,Odontalgiae,Odontalgiam,f.,1st,Toothache,Pain in the teeth,Zahnschmerzen,Zuba,Zähneschmerzen,Bolesť v zuboch,Dolor de muelas,Dolor en los dientes,Tannpine,Smerter i tennene,Tannpína,Sársauki í tönnunum
1,0,0,0,0,Oedema,Oedemae,Oedemam,f.,1st,Edema,Swelling from fluid accumulation,Ödem,Edém,Schwellung durch Flüssigkeitsakkumulation,Opuch z akumulácie tekutín,Edema,Hinchazón de la acumulación de fluidos,Ødem,Hevelse fra væskeansamling,Bjúgur,Bólga frá vökvasöfnun
1,0,0,0,0,Oedematosus,Oedematosi,Oedematous,m.,2nd,Edematous,Characterized by swelling,Edematös,Edematický,Gekennzeichnet durch Schwellung,Charakterizované opuchom,Edematoso,Caracterizado por la hinchazón,Edematøs,Karakterisert av hevelse,Edematous,Einkennist af bólgu
0,1,0,0,0,Oesophagealis,Oesophagealis,Oesophagealem,,,Esophageal,Relating to the esophagus,Speiseröhre,Pažerák,In Bezug auf die Speiseröhre,Týkajúce sa pažeráka,Esófago,Relacionado con el esófago,Esophageal,Knyttet til spiserøret,Vélinda,Sem tengjast vélinda
1,0,0,0,0,Oesophagus,Oesophagi,Oesophagum,m.,2nd,Esophagus,Tube that connects the throat to the stomach,Speiseröhre,Pažerák,"Rohr, der den Hals mit dem Magen verbindet","Trubica, ktorá spája hrdlo k žalúdku",Esófago,Tubo que conecta la garganta al estómago,Spiserør,Rør som kobler halsen til magen,Vélinda,Rör sem tengir hálsinn við magann
1,0,0,0,0,Oesophagogastroscopia,Oesophagogastroscopiae,Oesophagogastroscopiam,f.,1st,Esophagogastroscopy,Examination of the esophagus and stomach,Ösophagogastroskopie,Ezofágastroskopia,Untersuchung der Speiseröhre und des Magens,Vyšetrenie pažeráka a žalúdka,Esofagogascopia,Examen del esófago y el estómago,Esophagogastroskopi,Undersøkelse av spiserøret og magen,Vélinda í vélinda,Athugun á vélinda og maga
1,0,0,0,0,Olecranon,Olecrani,Olecranum,m.,2nd,Olecranon,Elbow bone,Olecranon,Olecranon,Ellbogenknochen,Lakťová kosť,Olécranon,Hueso del codo,Olecranon,Albue bein,Olecranon,Olnbogbein
1,0,0,0,0,Oleum,Olei,Oleum,n.,2nd,Oil,Viscous liquid from plants or animals,Öl,Olej,Viskose Flüssigkeit aus Pflanzen oder Tieren,Viskózna tekutina z rastlín alebo zvierat,Aceite,Líquido viscoso de plantas o animales,Olje,Viskøs væske fra planter eller dyr,Olía,Seigfljótandi vökvi frá plöntum eða dýrum
0,1,0,0,0,Olfactorius,Olfactorii,Olfactoriuum,,,olfactory,Related to the sense of smell,olfaktorisch,čuchový,Im Zusammenhang mit dem Geruchssinn,Súvisiace so čuchom,olfativo,Relacionado con el sentido del olfato,Olfactory,Relatert til luktesansen,lyktarskyn,Tengt lyktarskyninu
1,0,0,0,0,Olfactus,Olfacti,Olfactum,m.,2nd,Smell,Sensation of odors,Geruch,Vôňa,Gefühle von Gerüchen,Pocit zápachu,Oler,Sensación de olores,Lukt,Følelse av lukt,Lykt,Tilfinning um lykt
1,0,0,0,0,Oliguria,Oliguriae,Oliguriam,f.,1st,Oliguria,Reduced urine production,Oligurie,Oligúria,Reduzierte Urinproduktion,Znížená výroba moču,Oliguria,Producción de orina reducida,Oliguria,Redusert urinproduksjon,Oliguria,Minni þvagframleiðsla
0,1,0,0,0,Omnis,Omnis,Omne,,,All,Including every part,Alle,Všetko,Einschließlich jedes Teils,Vrátane každej časti,Todo,Incluyendo cada parte,Alle,Inkludert hver del,Allt,Þar á meðal hvern hluti
1,0,0,0,0,Operatio,Operatiois,Operationem,f.,3rd,Surgery,Medical procedure to treat diseases,Operation,Chirurgia,Medizinisches Verfahren zur Behandlung von Krankheiten,Lekársky postup pri liečbe chorôb,Cirugía,Procedimiento médico para tratar enfermedades,Kirurgi,Medisinsk prosedyre for å behandle sykdommer,Skurðaðgerð,Læknisferli til að meðhöndla sjúkdóma
1,0,0,0,0,Ophthalmologia,Ophthalmologiae,Ophthalmologiam,f.,1st,Ophthalmology,Study of eye diseases,Augenheilkunde,Oftalmológia,Augenkrankheiten untersuchen,Štúdium na očné choroby,Oftalmología,Estudio de enfermedades oculares,Oftalmologi,Studie av øyesykdommer,Augnlækningar,Rannsókn á augnsjúkdómum
0,1,0,0,0,Opponens,Opponentis,Opponentem,,,Opponens,Muscle that opposes another muscle,Gegner,Oponens,"Muskeln, der sich einem anderen Muskel widersetzt","Sval, ktorý je proti inému svalu",Oponentes,Músculo que se opone a otro músculo,Motstand,Muskel som motsetter seg en annen muskel,Andstæðingar,Vöðvi sem er andvígur öðrum vöðva
0,1,0,0,0,Opticus,Optici,Opticum,,,Optic,Relating to vision,Optisch,Optický,In Bezug auf das Sehen,Týkajúce sa vízie,Óptico,Relacionado con la visión,Optisk,Relatert til visjon,Optic,Sem tengjast framtíðarsýn
1,0,0,0,0,Optimus,Optimi,Optimum,m.,2nd,Best,Of the highest quality,Am besten,Najlepšie,Von höchster Qualität,Najvyššej kvality,Mejor,De la más alta calidad,Beste,Av høyeste kvalitet,Bestur,Af hæsta gæðaflokki
1,0,0,0,0,Orbita,Orbitae,Orbitam,f.,1st,Orbit,The bony cavity that houses the eye,Orbit,Obežná dráha,"Die knöcherne Hohlraum, die das Auge beherbergt","Kostnatá dutina, v ktorej sa nachádza oko",Órbita,La cavidad ósea que alberga el ojo,Bane,Det benete hulrommet som huser øyet,Sporbraut,Beinholið sem hýsir augað
1,0,0,0,0,Organum,Organi,Organum,n.,2nd,Organ,Part of the body with a specific function,Orgel,Orgán,Teil des Körpers mit einer bestimmten Funktion,Časť tela so špecifickou funkciou,Órgano,Parte del cuerpo con una función específica,Organ,En del av kroppen med en spesifikk funksjon,Orgel,Hluti líkamans með ákveðna aðgerð
0,1,0,0,0,Originalis,Originalis,Originalem,,,Original,Existing from the beginning,Original,Pôvodný,Von Anfang an existieren,Existujúce od začiatku,Original,Existente desde el principio,Opprinnelig,Eksisterende fra begynnelsen,Frumlegt,Núverandi frá upphafi
1,0,0,0,0,Os,Oris,Os,n.,3rd,Mouth,Opening used for eating and speaking,Mund,Ústie,Öffnung zum Essen und Sprechen,Otvorenie použité na stravovanie a hovorenie,Boca,Apertura utilizada para comer y hablar,Munn,Åpning brukt til å spise og snakke,Munnur,Opnun notuð til að borða og tala
1,0,0,0,0,Os,Oris,Os,n.,3rd,Bone,Hard tissue that forms the skeleton,Knochen,Kosť,"Hartes Gewebe, das das Skelett bildet","Tvrdé tkanivo, ktoré tvorí kostru",Hueso,Tejido duro que forma el esqueleto,Bein,Hardt vev som danner skjelettet,Bein,Harður vefur sem myndar beinagrindina
0,0,0,0,1,Os hyoideum,Os hyoidei,Os hyoideum,,2nd,Hyoid bone,,Hyoid Knochen,Hyoidná kosť,,,Hueso hioides,,Hyoid bein,,Hyoid bein,
0,0,0,0,1,Os sacrum,Os sacri,Os sacrum,,2nd,Sacrum,,Kreuzbein,Kríž,,,Sacro,,Korrum,,Sacrum,
0,1,0,0,0,Osseus,Ossei,Osseum,,,Bony,Relating to bones,Knochen,Kosti,In Bezug auf Knochen,Týkajúce sa kostí,Óseo,Relacionado con los huesos,Benete,Relatert til bein,Bein,Sem tengjast beinum
1,0,0,0,0,Ossiculum,Ossiculi,Ossiculum,n.,2nd,Small bone,Small bony structure,Kleiner Knochen,Malá kosť,Kleine knöcherne Struktur,Štruktúra malých kostností,Hueso pequeño,Pequeña estructura ósea,Lite bein,Liten benete struktur,Lítið bein,Lítil bein uppbygging
1,0,0,0,0,Ossificatio,Ossificatiois,Ossificationem,f.,3rd,Ossification,The process of bone formation,Ossifikation,Pohon,Der Prozess der Knochenbildung,Proces tvorby kostí,Osificación,El proceso de formación de huesos,Ossifikasjon,Prosessen med beindannelse,Ossification,Ferlið við beinmyndun
0,1,0,0,0,Osteogenesis,Osteogenese,Osteogenesim,,,Bone formation,The process of bone development,Knochenbildung,Tvorba kostí,Der Prozess der Knochenentwicklung,Proces vývoja kostí,Formación ósea,El proceso de desarrollo óseo,Beindannelse,Prosessen med beinutvikling,Beinmyndun,Ferlið við beinþróun
1,0,0,0,0,Osteoma,Osteomae,Osteomam,f.,1st,Osteoma,Benign bone tumor,Osteom,Osteóm,Gutartiger Knochentumor,Benígny kostný nádor,Osteoma,Tumor óseo benigno,Osteom,Godartet bentumor,Osteoma,Góðkynja beinæxli
0,1,0,0,0,Ostitis,Ostitidis,Ostitidem,,,Inflammation of bone,Inflammation of bone tissue,Entzündung des Knochens,Zápal kosti,Entzündung des Knochengewebes,Zápal kostného tkaniva,Inflamación del hueso,Inflamación del tejido óseo,Betennelse av bein,Betennelse av beinvev,Bólga í beini,Bólga í beinvef
1,0,0,0,0,Ostium,Ostii,Ostium,n.,2nd,Opening,A passage or hole,Öffnung,Úvodný,Ein Durchgang oder Loch,Pasáž alebo diera,Apertura,Un pasaje o agujero,Åpning,En passasje eller hull,Opnun,Leið eða gat
0,1,0,0,0,Otitis,Otitidis,Otitidem,,,Otitis,Inflammation of the ear,Otitis,Úš,Ohrentzündung,Zápal ucha,Otitis,Inflamación del oído,Otitis,Betennelse i øret,Extis,Bólga í eyranu
1,0,0,0,0,Ovarium,Ovarii,Ovarium,n.,2nd,Ovary,Reproductive organ that produces eggs,Eierstock,Vaječník,"Fortpflanzungsorgan, das Eier produziert","Reprodukčný orgán, ktorý produkuje vajcia",Ovario,Órgano reproductivo que produce huevos,Eggstokk,Reproduktivt organ som produserer egg,Eggjastokkur,Æxlunarfæri sem framleiðir egg
1,0,0,0,0,Paediatria,Paediatriae,Paediatriam,f.,1st,Pediatrics,Medical specialty dealing with children,Pädiatrie,Pediatria,Medizinische Spezialitäten im Umgang mit Kindern,Lekárska špecialita zaoberajúca sa deťmi,Pediatría,Especialidad médica que trata con niños,Pediatri,Medisinsk spesialitet som omhandler barn,Barnalækningar,Læknisgrein sem fjallar um börn
0,1,0,0,0,Palatinus,Palatini,Palatinum,,,Palatine,Relating to the roof of the mouth,Palatin,Palatín,Im Zusammenhang mit dem Dach des Mundes,Týkajúce sa strechy úst,Palatino,Relacionado con el techo de la boca,Palatine,Relatert til munntaket,Palatín,Sem tengjast þaki munnsins
1,0,0,0,0,Palatum,Palati,Palatum,n.,2nd,Palate,The roof of the mouth,Gaumen,Podnebie,Das Dach des Mundes,Strecha úst,Paladar,El techo de la boca,Gane,Munnens tak,Gómur,Munnþakið
0,1,0,0,0,Palmaris,Palmaris,Palmarem,,,Palmar,Relating to the palm of the hand,Palmar,Dlaňový,In Bezug auf die Handfläche,Týkajúce sa dlane ruky,De la palma,Relacionado con la palma de la mano,Palmar,Relatert til håndflaten,Palmar,Sem tengjast lófanum
1,0,0,0,0,Palpebra,Palpebrae,Palpebram,f.,1st,Eyelid,Structure that covers the eye,Augenlid,Očné viečko,"Struktur, die das Auge bedeckt","Štruktúra, ktorá pokrýva oko",Párpado,Estructura que cubre el ojo,Øyelokk,Struktur som dekker øyet,Augnlok,Uppbygging sem nær yfir augað
0,1,0,0,0,Panarthritis,Panarthritidis,Panarthritis,,,Panarthritis,Inflammation of all joints,Panarthritis,Panartritída,Entzündung aller Gelenke,Zápal všetkých kĺbov,Panartritis,Inflamación de todas las articulaciones,Panartritt,Betennelse i alle ledd,Panarthritis,Bólga í öllum liðum
1,0,0,0,0,Pancreas,Pancreatis,Pancreas,n.,3rd,Pancreas,Organ that produces digestive enzymes,Pankreas,Pankreas,"Organ, das Verdauungsenzyme produziert","Orgán, ktorý produkuje tráviace enzýmy",Páncreas,Órgano que produce enzimas digestivas,Bukspyttkjertel,Orgel som produserer fordøyelsesenzymer,Brisi,Líffæri sem framleiðir meltingarensím
1,0,0,0,0,Paraesthesia,Paraesthesiae,Paraesthesiam,f.,1st,Paraesthesia,Abnormal sensation like tingling,Parästhesie,Parestézia,Abnormales Gefühl wie Kribbeln,Abnormálny pocit ako brnenie,Paraestesia,Sensación anormal como hormigueo,Parestesi,Unormal sensasjon som prikking,Paraesthesia,Óeðlileg tilfinning eins og náladofi
0,1,0,0,0,Parahepatitis,Parahepatitidis,Parahepatitidem,,,Parahepatitis,Inflammation near the liver,Parahepatitis,Parapetitída,Entzündung in der Nähe der Leber,Zápal v blízkosti pečene,Parahepatitis,Inflamación cerca del hígado,Parahepatitt,Betennelse nær leveren,Parahepatitis,Bólga nálægt lifur
0,1,0,0,0,Paranasalis,Paranasalis,Paranasalem,,,Paranasal,Located near the nose,Paranasal,Paranazálny,Befindet sich in der Nähe der Nase,Nachádza sa blízko nosa,Paranasal,Ubicado cerca de la nariz,Paranasal,Ligger i nærheten av nesen,Paranasal,Staðsett nálægt nefinu
1,0,0,0,0,Paraplegia,Paraplegiae,Paraplegiam,f.,1st,Paraplegia,Paralysis of the lower body,Paraplegie,Paraplegia,Lähmung des Unterkörpers,Ochrnutie dolného tela,Paraplejía,Parálisis de la parte inferior del cuerpo,Paraplegia,Lammelse av underkroppen,Paraplegia,Lömun á neðri hluta líkamans
1,0,0,0,0,Parasympathicus,Parasympathici,Parasympathicum,m.,2nd,Parasympathetic,Part of the autonomic nervous system,Parasympathisch,Parasympatický,Teil des autonomen Nervensystems,Súčasť autonómneho nervového systému,Parasimpático,Parte del sistema nervioso autónomo,Parasympatisk,En del av det autonome nervesystemet,Parasympathetic,Hluti af sjálfstjórnandi taugakerfinu
0,1,0,0,0,Parietalis,Parietalis,Parietalem,,,Parietal,Relating to the walls of a cavity,Parietal,Parietálny,In Bezug auf die Wände eines Hohlraums,Týkajúce sa stien dutiny,Parietal,Relacionado con las paredes de una cavidad,Parietal,Relatert til veggene i et hulrom,Parietal,Sem tengjast veggjum hola
0,1,0,0,0,Parotis,Parotidis,Parotidem,,,Parotid,Relating to the salivary glands,Parotis,Príbuzný,In Bezug auf die Speicheldrüsen,Týkajúce sa slinných žliaz,Parótida,Relacionado con las glándulas salivales,Parotid,Relatert til spyttkjertlene,Parotid,Sem tengjast munnvatnskirtlum
0,1,0,0,0,Partialis,Partialis,Partialem,,,Partial,Incomplete or limited in extent,Teilweise,Čiastočný,Unvollständig oder begrenzt in Umfang,Neúplný alebo obmedzený,Parcial,Incompleto o limitado en extensión,Delvis,Ufullstendig eller begrenset i omfang,Að hluta til,Ófullkominn eða takmarkaður í umfangi
1,0,0,0,0,Partus,Parti,Partum,m.,2nd,Delivery,The process of giving birth,Lieferung,Dodanie,Der Prozess der Geburt,Proces rodenia,Entrega,El proceso de dar a luz,Leveranse,Prosessen med å føde,Afhending,Ferlið við fæðingu
1,0,0,0,0,Parvus,Parvi,Parvum,m.,2nd,Small,Of little size,Klein,Malý,Von wenig Größe,Malá veľkosť,Pequeño,De pequeño tamaño,Liten,Av liten størrelse,Lítið,Af litlum stærð
1,0,0,0,0,Pathogenes,Pathogenesei,Pathogenesim,f.,5th,Pathogenesis,Development of disease,Pathogenese,Patogenéza,Entwicklung von Krankheiten,Vývoj chorôb,Patogenesia,Desarrollo de enfermedades,Patogenese,Utvikling av sykdom,Meingerð,Þróun sjúkdóms
0,1,0,0,0,Pathologicus,Pathologici,Pathologicum,,,Pathologic,Relating to disease,Pathologisch,Patologický,In Bezug auf Krankheit,Týkajúce sa choroby,Patológico,Relacionado con la enfermedad,Patologisk,Relatert til sykdom,Meinafræðilegt,Sem tengjast sjúkdómum
1,0,0,0,0,Pectus,Pecti,Pectus,m.,2nd,Chest,Part of the body containing the heart and lungs,Brust,Hrudník,"Teil des Körpers, der Herz und Lunge enthält",Časť tela obsahujúceho srdce a pľúca,Pecho,Parte del cuerpo que contiene el corazón y los pulmones,Kiste,En del av kroppen som inneholder hjertet og lungene,Bringa,Hluti líkamans sem inniheldur hjartað og lungu
1,0,0,0,0,Pejor,Pejoris,Pejorem,m.,3rd,Worse,Of lower quality,Schlechter,Horší,Von geringerer Qualität,Nižšia kvalita,Peor,De menor calidad,Verre,Av lavere kvalitet,Verri,Af lægri gæðum
0,1,0,0,0,Pelvis,Pelvis,Pelvem,,,Pelvis,Bony structure that contains the reproductive organs,Becken,Panva,"Knochenstruktur, die die Fortpflanzungsorgane enthält","Kostná štruktúra, ktorá obsahuje reprodukčné orgány",Pelvis,Estructura ósea que contiene los órganos reproductivos,Bekken,Benstruktur som inneholder reproduktive organer,Mjaðmagrind,Bein uppbygging sem inniheldur æxlunarlíffæri
0,0,0,0,1,Per (Acc.),,,,,,,,,,,,,,,,
1,0,0,0,0,Peracutus,Peracuti,Peracutum,m.,2nd,Peracute,Extremely acute,Peracute,Kladko,Extrem akut,Mimoriadne akútny,Peracuto,Extremadamente agudo,PERACUTT,Ekstremt akutt,Peracute,Ákaflega bráð
0,0,1,0,0,Perforans,Perforantis,Perforantem,,3rd,Perforating,Having a hole through it,Perforieren,Perforujúci,Ein Loch durch dabei haben,Mať cez ňu dieru,Perforador,Tener un agujero a través de él,Perforering,Å ha et hull gjennom det,Götun,Að hafa gat í gegnum það
1,0,0,0,0,Perforatus,Perforati,Perforatum,m.,2nd,Perforated,Holding a hole,Perforiert,Perforovaný,Ein Loch halten,Držať diel,Perforado,Sosteniendo un agujero,Perforert,Holder et hull,Götótt,Haltu gat
0,1,0,0,0,Perianalis,Perianalis,Perianalem,,,Perianal,Relating to around the anus,Perianal,Periánsky,In Bezug auf den Anus um den Anus,Týkajúce sa konečníka,Perianal,Relacionado con alrededor del ano,Perianal,Relatert til rundt anus,Perianal,Sem tengjast umhverfis endaþarmsop
1,0,0,0,0,Pericardium,Pericardii,Pericardium,n.,2nd,Pericardium,Membrane surrounding the heart,Herzbeutel,Perikardium,Membran um das Herz umgeben,Membrána obklopujúca srdce,Pericardio,Membrana que rodea el corazón,Pericardium,Membran som omgir hjertet,Gollurshús,Himna umhverfis hjartað
0,1,0,0,0,Pericarditis,Pericarditidis,Pericarditidem,,,Pericarditis,Inflammation of the pericardium,Perikarditis,Perikarditída,Entzündung des Perikards,Zápal perikardu,Pericarditis,Inflamación del pericardio,Perikarditt,Betennelse i perikardiet,Gollurshússbólga,Bólga í gollurshúsinu
1,0,0,0,0,Perimetrium,Perimetrii,Perimetrium,n.,2nd,Perimetrium,Outer layer of the uterus,Perimetrium,Perimetria,Außenschicht der Gebärmutter,Vonkajšia vrstva maternice,Perimetrio,Capa externa del útero,Perimetrium,Ytre lag av livmoren,Perimetrium,Ytri lag legsins
0,1,0,0,0,Perinatalis,Perinatalis,Perinatalem,,,Perinatal,Relating to the time around birth,Perinatal,Perinatálny,In Bezug auf die Zeit um die Geburt,Týkajúce sa času okolo narodenia,Perinatal,Relacionado con el tiempo alrededor del nacimiento,Perinatal,Relatert til tiden rundt fødselen,Fæðingar,Sem tengjast tímanum í kringum fæðingu
1,0,0,0,0,Periosteum,Periostei,Periosteum,n.,2nd,Periosteum,Membrane covering bones,Periostum,Periosteum,Membranabdeckung Knochen,Membránové kosti,Periostio,Membrana que cubre huesos,Periosteum,Membran som dekker bein,Periosteum,Himna sem nær yfir bein
0,1,0,0,0,Periostitis,Periostitidis,Periostitidem,,,Periostitis,Inflammation of the periosteum,Periostitis,Periostitída,Entzündung des Periosts,Zápal periosteum,Periostitis,Inflamación del periostio,Periostitt,Betennelse i periosteum,Periostitis,Bólga í periosteum
0,1,0,0,0,Peripharyngealis,Peripharyngealis,Peripharyngealem,,,Peripharyngeal,Relating to the area around the pharynx,Peripharyngeal,Obvodný,Im Zusammenhang mit dem Bereich um den Rachen,Týkajúce sa oblasti okolo hltanu,Periforríngeo,Relacionado con el área alrededor de la faringe,Perifaryngeal,Relatert til området rundt svelget,Peripharyngeal,Sem tengjast svæðinu umhverfis koki
0,1,0,0,0,Peritonealis,Peritonealis,Peritonealem,,,Peritoneal,Relating to the peritoneum,Peritoneal,Peritoneálny,In Bezug auf das Peritoneum,Týkajúce sa peritonea,Peritoneal,Relacionado con el peritoneo,Peritoneal,Relatert til bukhinnen,Kvið,Sem tengjast peritoneum
0,1,0,0,0,Permanens,Permanentis,Permanentem,,,Permanent,Lasting for a long time,Dauerhaft,Trvalý,Lange Zeit anhaltend,Trvá dlho,Permanente,Durando mucho tiempo,Fast,Varer i lang tid,Varanlegt,Varir í langan tíma
0,1,0,0,0,Pertussis,Pertussis,Pertussim,,,Whooping cough,A type of respiratory infection,Keuchhusten,Kašeľ,Eine Art der Atemwegsinfektion,Typ respiračnej infekcie,Tos ferina,Un tipo de infección respiratoria,Kikhoste,En type luftveisinfeksjon,Kíghósti,Tegund öndunarfærasýkingar
